序号_C,提交时间_C,答题时长_C,问卷来源_C,来源详情_C,IP_C,问卷总分_C,性别_1_1_C,年龄_1_2_C,与老人居住关系_1_3_C,老人年龄_1_4_C,老人健康状况_1_5_C,居住行政区_1_6_C,为老人装过扶手_1_7_C,扶手安装场景_卫生间_2_1_1_C,扶手安装场景_床边_2_1_2_C,扶手安装场景_楼道_2_1_3_C,扶手安装场景_阳台_2_1_4_C,扶手安装场景_其他_2_1_5_C,扶手偏好类型_基础不锈钢_2_2_1_C,扶手偏好类型_可折叠_2_2_2_C,扶手偏好类型_防滑_2_2_3_C,扶手偏好类型_智能预警_2_2_4_C,扶手偏好类型_其他_2_2_5_C,可接受价格_2_3_C,服务期望_免费安装_2_4_1_C,服务期望_24小时售后_2_4_2_C,服务期望_定期维护_2_4_3_C,服务期望_上门教学_2_4_4_C,服务期望_其他_2_4_5_C,照护价值_3_1_1_C,照护价值_3_1_2_C,照护价值_3_1_3_C,照护价值_3_1_4_C,代际责任_3_2_1_C,代际责任_3_2_2_C,代际责任_3_2_3_C,代际责任_3_2_4_C,决策便利_3_3_1_C,决策便利_3_3_2_C,决策便利_3_3_3_C,决策便利_3_3_4_C,资源投入_3_4_1_C,资源投入_3_4_2_C,资源投入_3_4_3_C,资源投入_3_4_4_C,认知偏差_3_5_1_C,认知偏差_3_5_2_C,认知偏差_3_5_3_C,认知偏差_3_5_4_C,购买意愿_3_6_1_C,购买意愿_3_6_2_C,购买意愿_3_6_3_C,扶手相关问题反馈_4_1_C,外部支持需求_4_2_C
369,2026-02-25T08:04:55Z,236,微信,,111.30.229.37(天津-天津),76,2,2,3,2,1,6,1,1,1,1,0,0,1,0,0,0,0,2,1,1,1,0,0,4,3,4,3,4,4,4,3,3,4,3,2,4,3,4,3,2,2,3,3,3,4,4,,
370,2026-02-25T08:06:19Z,351,微信,,111.31.134.123(天津-天津),84,1,4,2,3,1,2,2,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,3,4,4,5,4,5,5,5,2,3,4,1,3,2,4,4,5,5,3,4,4,3,2,,
371,2026-02-25T08:06:20Z,243,微信,,60.26.94.128(天津-天津),81,1,3,3,2,2,4,2,1,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,4,5,4,5,4,4,4,5,1,2,3,3,3,2,2,2,5,4,4,4,3,4,4,,安装前签协议，写清责任和售后，我们心里踏实。
372,2026-02-25T08:06:40Z,354,微信,,36.106.252.241(天津-天津),100,2,3,2,3,2,4,1,1,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,5,5,5,5,5,5,4,5,4,4,4,4,4,3,3,5,4,5,4,5,4,4,4,扶手转角太急，我爸转身时胳膊肘卡着疼。,社区能不能建立一些防跌倒扶手的体验区，让老人亲自去试试，感受它的好处。
373,2026-02-25T08:06:53Z,193,微信,,60.27.43.240(天津-天津),88,2,2,2,1,1,4,1,0,1,1,1,0,0,1,0,0,0,2,1,0,1,0,1,4,4,3,3,4,5,3,3,5,3,4,4,4,3,2,3,4,5,5,4,5,5,3,,
374,2026-02-25T08:07:36Z,243,微信,,60.25.179.213(天津-天津),83,1,4,1,3,2,3,1,1,1,1,1,0,0,0,1,0,0,2,1,1,0,1,1,4,5,3,4,4,3,3,3,4,5,5,4,4,3,3,3,4,4,4,5,2,2,2,我发现有些扶手设计得太不实用了，比如有的扶手太高，老人够不着。购买渠道还算方便，但价格差异太大了，不知道该信哪个。安装服务挺好的，师傅很细心，还帮老人调整了扶手角度。,
375,2026-02-25T08:08:01Z,303,微信,,111.163.177.217(天津-天津),82,1,3,2,4,3,5,2,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,5,5,4,5,4,5,4,4,2,3,3,4,3,4,3,3,2,4,3,3,3,3,3,买扶手没有个标准可以参考，全凭商家一张嘴，到底多粗多高符合人体工学，咱也不知道。,
376,2026-02-25T08:08:22Z,266,微信,,111.30.244.16(天津-天津),93,2,4,2,3,2,3,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,4,4,5,5,5,5,5,5,3,5,3,3,4,5,4,4,3,2,3,3,4,4,5,,装之前量身定制方案，别一刀切，我家马桶位置特殊。
377,2026-02-25T08:08:58Z,192,微信,,111.33.236.190(天津-天津),78,1,1,2,3,1,5,1,1,1,1,1,0,0,0,1,0,0,2,0,1,1,0,0,3,2,5,4,4,5,4,5,3,1,1,2,5,4,4,5,3,2,2,2,4,3,5,,有些老人自尊心强，不愿意麻烦子女，社区能不能提供一个“悄悄装”的服务，不惊动太多人。
378,2026-02-25T08:09:43Z,233,微信,,117.11.135.134(天津-天津),90,2,2,1,1,1,4,2,1,1,1,0,1,0,0,1,0,0,5,1,1,1,1,0,4,4,5,4,5,5,5,5,4,3,4,4,4,4,4,4,2,2,3,3,4,3,5,有些扶手表面太滑，我爸手上有汗，一抓就打滑，白装了。,政策上能不能对生产防跌倒扶手的企业有一些扶持，让扶手的质量更好，价格更实惠。
379,2026-02-25T08:09:47Z,280,微信,,116.130.31.254(天津-天津),65,1,1,1,1,1,2,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,3,3,3,2,2,1,2,1,4,5,4,4,4,2,4,3,3,3,2,4,2,2,2,,希望在政策执行的时候，能考虑到不同老人的支付能力，分档补贴，最困难的全免费。
380,2026-02-25T08:10:12Z,290,微信,,111.33.209.7(天津-天津),88,2,2,1,1,1,2,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,5,5,5,5,5,5,3,4,4,4,4,4,3,2,2,4,2,3,4,2,4,5,4,,
381,2026-02-25T08:10:20Z,248,微信,,60.26.15.143(天津-天津),97,1,4,2,4,3,3,1,1,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,4,4,4,5,4,4,4,4,4,3,2,2,4,4,5,5,5,5,5,5,5,5,5,想配个同色系的防滑垫，结果颜色对不上，很突兀。,如果能有政府或者社区发的红头文件，推荐哪些品牌可靠，我们买着也放心，不会被骗。
382,2026-02-25T08:10:24Z,353,微信,,221.198.113.67(天津-天津),62,1,3,1,2,1,3,2,1,0,1,1,1,0,0,1,0,0,4,1,0,0,0,0,3,4,3,3,2,1,1,3,2,2,3,2,4,3,2,4,3,4,3,4,1,3,2,,
383,2026-02-25T08:11:04Z,315,微信,,218.67.165.232(天津-天津),76,1,1,3,2,1,4,2,1,1,1,0,0,0,1,0,0,0,2,1,1,1,0,0,2,3,3,2,5,5,4,4,2,2,1,2,3,4,4,5,4,4,3,4,4,2,4,对于那些楼层高没有电梯的，希望能优先给解决，上下楼太难了。,社区老年大学开个短课，讲防跌倒知识，顺便介绍扶手好处。
384,2026-02-25T08:11:30Z,231,微信,,182.51.86.22(河北-廊坊),105,1,3,3,2,1,4,2,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,3,4,4,5,5,5,安装前没人来量尺寸，结果马桶旁边装不下，白跑一趟。,希望政府能宣传一下防跌倒扶手的重要性，让更多人知道，老人也就更容易接受了。
385,2026-02-25T08:12:12Z,284,微信,,111.30.200.20(天津-天津),89,2,3,2,4,1,4,2,1,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,3,3,3,3,5,5,5,4,4,5,5,5,2,4,3,3,5,2,4,3,5,4,4,,
386,2026-02-25T08:12:13Z,286,微信,,111.31.185.115(天津-天津),112,1,2,1,2,1,6,2,1,1,1,1,0,0,1,0,0,0,2,1,1,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,我发现有些扶手设计得太不安全了，比如有的扶手边缘有毛刺，容易划伤手。购买渠道还算方便，但价格太不透明了，希望能有更明确的价格公示。安装服务还行，师傅装得挺结实的，但没教老人怎么正确使用扶手以避免摔倒。,
387,2026-02-25T08:13:02Z,263,微信,,218.67.165.232(天津-天津),77,2,4,2,4,3,6,1,1,0,1,1,0,0,0,0,1,0,3,1,0,1,0,0,5,5,5,5,3,4,4,3,1,2,3,2,4,4,3,4,2,2,3,3,4,3,3,,
388,2026-02-25T08:13:34Z,283,微信,,111.33.218.50(天津-天津),93,2,4,2,4,2,3,1,0,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,5,5,3,5,3,4,4,4,4,4,5,5,5,3,3,4,3,4,5,4,4,4,3,有的产品宣传说能承重300斤，但实际固定点就两个螺丝，感觉不太靠谱。,
389,2026-02-25T08:14:24Z,287,微信,,111.163.177.217(天津-天津),96,1,4,2,3,1,2,2,1,0,1,1,0,0,0,1,0,0,3,1,0,0,0,0,5,4,4,5,5,5,4,5,5,5,4,5,3,3,4,4,4,4,3,4,3,4,4,,
390,2026-02-25T08:15:16Z,233,微信,,60.26.15.143(天津-天津),85,1,3,1,3,2,5,2,1,1,1,0,0,1,0,0,0,0,3,1,1,0,1,1,2,4,3,3,5,4,3,4,2,5,3,4,4,3,3,4,4,4,4,4,5,4,4,没有本地实体体验店，只能凭想象买，风险太大。,社区服务里能不能有定期的扶手安全检查，确保老人使用时的安全。
391,2026-02-25T08:15:41Z,186,微信,,182.51.86.22(河北-廊坊),79,2,4,2,3,2,3,1,1,0,1,1,0,0,1,0,0,0,3,1,1,1,0,0,5,4,5,4,2,3,3,3,4,3,4,4,4,2,5,3,2,2,2,3,4,5,3,,
392,2026-02-25T08:16:08Z,202,微信,,117.11.135.134(天津-天津),97,1,2,2,3,3,2,2,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,5,3,4,4,4,5,5,5,4,4,3,5,4,5,4,4,4,4,4,4,5,4,4,扶手设计得太不美观了，影响家里装修效果，应该出点时尚点的。购买渠道倒是挺多的，但网上买容易买到假货，希望能有更正规的购买渠道。安装服务还行，师傅来得挺快的，但没带鞋套，把地弄脏了。,
393,2026-02-25T08:16:52Z,355,微信,,101.39.17.188(北京-北京),101,2,1,2,3,2,2,1,1,0,0,1,0,1,0,0,0,0,3,0,1,1,1,1,5,5,4,4,5,4,4,5,2,5,5,4,4,4,4,4,4,5,5,5,5,5,4,,我们小区门口就有个老年人活动站，要是能在那里设置一个咨询点，我们天天路过就能问。
394,2026-02-25T08:17:47Z,321,微信,,101.39.0.7(北京-北京),102,2,2,1,1,1,4,2,1,0,1,1,0,1,0,0,0,0,2,1,0,1,0,0,3,5,4,4,4,5,4,5,4,4,4,5,5,4,5,5,4,4,5,5,5,5,4,扶手材质得选冬天不冰手的，这细节得考虑周全，不然天冷了不敢摸。,社区能不能组织老人参观装了扶手的家庭？眼见为实，比光说管用。
395,2026-02-25T08:17:59Z,351,微信,,60.27.107.99(天津-天津),78,1,2,3,2,2,4,2,1,0,1,1,0,0,0,0,1,0,5,1,1,1,1,0,3,2,3,1,4,5,4,3,3,4,5,5,3,3,3,4,3,5,4,4,1,3,3,装完扶手后，师傅不清理现场，打孔留下的灰尘、垃圾都得自己收拾，特别不方便。,希望材质亲肤不冰手，冬天用着不哆嗦。
396,2026-02-25T08:18:02Z,219,微信,,36.106.205.91(天津-天津),80,2,1,1,3,3,2,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,4,4,3,3,1,1,3,2,5,5,4,5,5,5,4,4,4,3,2,3,3,2,5,现在的扶手款式做得太医疗化了，跟医院似的，老人看着就觉得自己不行了，心里抵触。,社区能不能和商家合作，推出一些优惠套餐，比如买两个扶手送一个浴室凳？
397,2026-02-25T08:18:21Z,270,微信,,111.30.233.100(天津-天津),78,1,2,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,4,2,3,3,3,4,4,4,2,3,3,3,3,4,2,3,4,4,4,5,4,3,4,,
398,2026-02-25T08:18:28Z,212,微信,,218.67.165.232(天津-天津),83,1,1,2,3,1,2,2,1,0,1,1,0,0,0,1,0,0,2,1,1,1,0,0,3,2,2,3,3,3,4,3,4,3,2,4,5,4,4,5,4,5,5,5,4,2,4,有些扶手底座特别大，占了老多地方，本来卫生间就小，安完更转不开身了。,
